category,initial_price,final_price,drop_pct,proc_type
печать,1914799.15,1855544.89,3.09,44-FZ
печать,244964.94,216456.91,11.64,44-FZ
печать,1924941.65,1686946.42,12.36,44-FZ
печать,173872.65,153153.6,11.92,223-FZ
печать,806586.74,668443.33,17.13,223-FZ
печать,683213.33,571643.23,16.33,44-FZ
печать,832798.16,696775.54,16.33,44-FZ
печать,186595.04,174901.37,6.27,223-FZ
печать,1085849.65,953805.4,12.16,44-FZ
печать,312683.6,260411.33,16.72,44-FZ
печать,1358824.09,1099579.34,19.08,223-FZ
печать,59206.53,46040.11,22.24,44-FZ
печать,599558.55,505388.7,15.71,44-FZ
печать,519578.91,465263.29,10.45,223-FZ
печать,108496.85,93820.42,13.53,44-FZ
печать,988493.98,780198.04,21.07,44-FZ
печать,1898967.33,1734602.38,8.66,223-FZ
печать,135589.13,118301.54,12.75,223-FZ
печать,817950.11,701182.66,14.28,44-FZ
печать,1110380.15,912621.84,17.81,223-FZ
печать,496400.61,481051.41,3.09,44-FZ
печать,1138650.05,1063300.49,6.62,223-FZ
печать,172397.17,159920.33,7.24,223-FZ
печать,749743.91,675137.57,9.95,44-FZ
печать,1565137.21,1457540.64,6.87,44-FZ
печать,88375.2,79817.39,9.68,223-FZ
печать,1922423.31,1832755.31,4.66,223-FZ
печать,6083.15,5572.56,8.39,44-FZ
печать,550239.36,500362.44,9.06,223-FZ
печать,1685665.15,1425395.6,15.44,223-FZ
печать,1172392.54,1041400.13,11.17,44-FZ
печать,604773.51,526870.97,12.88,44-FZ
печать,1398366.47,1225387.44,12.37,223-FZ
печать,1757167.19,1701015.21,3.2,223-FZ
печать,1222838.39,1001925.57,18.07,44-FZ
печать,1272163.91,1168762.85,8.13,223-FZ
печать,549661.21,510293.12,7.16,223-FZ
печать,922299.69,843933.24,8.5,44-FZ
печать,36669.86,33617.8,8.32,223-FZ
печать,1219529.57,1159539.96,4.92,44-FZ
печать,1803382.76,1621090.86,10.11,44-FZ
печать,1526118.16,1445768.13,5.26,223-FZ
одежда,3938653.12,3374078.26,14.33,44-FZ
одежда,4463935.24,3850841.66,13.73,44-FZ
одежда,3364507.11,3169631.19,5.79,223-FZ
одежда,1939887.66,1583798.07,18.36,223-FZ
одежда,632571.69,551273.89,12.85,44-FZ
одежда,1115388.62,899760.45,19.33,44-FZ
одежда,3794520.78,3363829.89,11.35,44-FZ
одежда,458932.93,431264.04,6.03,44-FZ
одежда,4043988.33,3491054.22,13.67,223-FZ
одежда,193612.25,145806.06,24.69,223-FZ
одежда,4523492.87,4057411.11,10.3,223-FZ
одежда,4921475.05,4361428.13,11.38,44-FZ
одежда,563623.17,506059.95,10.21,223-FZ
одежда,2763408.09,2096754.9,24.12,44-FZ
одежда,336149.52,276388.75,17.78,44-FZ
одежда,4668481.37,4085086.38,12.5,223-FZ
одежда,4406205.43,3733864.64,15.26,44-FZ
одежда,4959837.25,4441859.12,10.44,44-FZ
одежда,3406594.96,3017306.05,11.43,223-FZ
одежда,3208421.77,2855670.2,10.99,223-FZ
одежда,4270760.46,3842737.1,10.02,44-FZ
одежда,1377437.63,1106438.04,19.67,223-FZ
одежда,2482917.83,2240888.11,9.75,223-FZ
одежда,244353.59,205808.84,15.77,44-FZ
одежда,2666727.31,2420742.97,9.22,223-FZ
одежда,418226.42,352691.28,15.67,223-FZ
одежда,4951420.58,4078328.81,17.63,44-FZ
одежда,4585806.16,3366834.2,26.58,44-FZ
одежда,830763.06,728248.57,12.34,44-FZ
одежда,149085.03,111650.41,25.11,44-FZ
одежда,4042214.78,3821730.43,5.45,223-FZ
одежда,4204132.84,3892003.31,7.42,223-FZ
одежда,548124.86,457865.14,16.47,44-FZ
одежда,4109952.64,3190412.14,22.37,44-FZ
одежда,4718302.41,3889406.85,17.57,44-FZ
одежда,3130490.3,2930292.05,6.4,44-FZ
одежда,436818.15,359535.9,17.69,44-FZ
одежда,4451517.85,3931808.23,11.67,223-FZ
одежда,3915404.74,2832360.57,27.66,44-FZ
одежда,1514340.66,1199546.88,20.79,44-FZ
одежда,338293.39,309731.88,8.44,223-FZ
одежда,4251147.27,4014523.11,5.57,223-FZ
одежда,488192.95,433300.35,11.24,223-FZ
одежда,2272522.12,2024809.77,10.9,44-FZ
одежда,3977871.74,3334970.58,16.16,223-FZ
одежда,3258097.92,3045122.53,6.54,223-FZ
одежда,2275843.05,1960853.81,13.84,44-FZ
одежда,71320.03,54172.53,24.04,44-FZ
одежда,2968503.63,2250440.25,24.19,44-FZ
одежда,3190445.04,3087260.06,3.23,44-FZ
одежда,1783402.16,1704535.55,4.42,223-FZ
одежда,1223330.86,1013691.24,17.14,44-FZ
одежда,311851.0,270780.2,13.17,44-FZ
одежда,1562829.32,1311928.64,16.05,223-FZ
одежда,745571.22,643515.62,13.69,44-FZ
одежда,4851652.58,4105042.49,15.39,223-FZ
одежда,296015.05,287960.19,2.72,44-FZ
одежда,2116085.09,1790068.98,15.41,44-FZ
одежда,4882788.75,4246986.3,13.02,44-FZ
одежда,1714344.1,1502216.24,12.37,44-FZ
одежда,3476960.07,2858464.7,17.79,223-FZ
одежда,4261523.32,3816259.82,10.45,223-FZ
одежда,3084354.66,2817363.51,8.66,223-FZ
одежда,4381766.34,3828538.26,12.63,223-FZ
одежда,2484694.06,1869674.76,24.75,44-FZ
одежда,2338018.42,2076509.89,11.19,44-FZ
одежда,1202705.01,1030374.88,14.33,44-FZ
одежда,4038283.82,4018092.4,0.5,223-FZ
одежда,1034528.64,856975.02,17.16,223-FZ
одежда,59361.54,41694.4,29.76,223-FZ
одежда,159787.77,137030.12,14.24,223-FZ
одежда,3160359.54,2533313.01,19.84,44-FZ
одежда,229085.08,196103.64,14.4,223-FZ
одежда,1102535.75,916627.4,16.86,44-FZ
одежда,3596995.0,3314011.96,7.87,223-FZ
одежда,987977.92,755591.73,23.52,44-FZ
одежда,4215978.29,3489959.84,17.22,44-FZ
одежда,1900824.56,1611284.85,15.23,44-FZ
одежда,1698532.56,1394319.39,17.91,44-FZ
одежда,4049343.97,3383604.7,16.44,223-FZ
одежда,4706397.16,2817108.05,40.14,44-FZ
одежда,4393155.3,4008683.53,8.75,223-FZ
одежда,601281.66,488572.34,18.74,44-FZ
одежда,966489.65,835922.63,13.51,44-FZ
одежда,3474825.94,3160350.58,9.05,223-FZ
одежда,4605857.83,3557979.58,22.75,44-FZ
одежда,4273632.81,3636350.13,14.91,44-FZ
одежда,275762.29,221111.42,19.82,44-FZ
одежда,4365528.94,3541838.41,18.87,223-FZ
одежда,1054095.49,1045107.34,0.85,223-FZ
одежда,3925479.46,3200697.5,18.46,44-FZ
одежда,2547982.89,2378571.74,6.65,44-FZ
одежда,2497953.0,2323346.1,6.99,223-FZ
одежда,2632123.6,2312020.04,12.16,223-FZ
одежда,3581092.86,3318645.39,7.33,223-FZ
одежда,3194146.95,2832354.72,11.33,223-FZ
одежда,1043925.99,813596.33,22.06,44-FZ
одежда,1985540.88,1761385.3,11.29,44-FZ
одежда,2130864.04,1935950.07,9.15,223-FZ
одежда,1280100.92,1111130.44,13.2,223-FZ
одежда,680308.27,526852.3,22.56,44-FZ
одежда,1158586.12,997812.65,13.88,223-FZ
одежда,2331613.02,2083103.41,10.66,44-FZ
одежда,2168203.26,2002584.22,7.64,223-FZ
одежда,4024477.28,3652869.12,9.23,223-FZ
одежда,2214025.59,1720927.48,22.27,44-FZ
одежда,3230320.71,2910083.31,9.91,223-FZ
одежда,3931507.75,3214103.12,18.25,44-FZ
одежда,501061.46,412060.08,17.76,44-FZ
одежда,1675451.63,1393176.26,16.85,44-FZ
одежда,1257617.98,1119935.97,10.95,223-FZ
одежда,961305.76,934179.81,2.82,223-FZ
одежда,4992041.44,4184728.06,16.17,44-FZ
одежда,52584.05,50589.96,3.79,223-FZ
одежда,1416407.9,1392144.38,1.71,223-FZ
одежда,4111087.97,3089226.11,24.86,223-FZ
одежда,2365299.93,2266165.91,4.19,44-FZ
одежда,4328675.94,3676792.39,15.06,44-FZ
одежда,1142362.25,960076.07,15.96,44-FZ
одежда,3615326.65,3411344.71,5.64,223-FZ
одежда,1709891.26,1379389.85,19.33,223-FZ
одежда,3852954.02,3233863.87,16.07,223-FZ
одежда,1055827.92,1000484.96,5.24,223-FZ
одежда,703361.63,610960.01,13.14,223-FZ
одежда,1534803.96,1298915.61,15.37,44-FZ
одежда,1705712.99,1612763.97,5.45,223-FZ
одежда,2134339.55,1892366.04,11.34,223-FZ
одежда,1637136.78,1589850.28,2.89,223-FZ
одежда,2842211.36,2280774.46,19.75,44-FZ
одежда,2845272.52,2511262.73,11.74,223-FZ
одежда,4901058.86,4284306.7,12.58,223-FZ
одежда,949810.0,799012.46,15.88,223-FZ
одежда,1650918.4,1226497.81,25.71,44-FZ
одежда,475275.12,429919.14,9.54,223-FZ
одежда,3377678.83,2642910.37,21.75,44-FZ
одежда,143924.14,115946.6,19.44,223-FZ
одежда,356760.27,279822.28,21.57,44-FZ
одежда,1462616.59,1247874.3,14.68,44-FZ
одежда,2278771.8,1930296.9,15.29,44-FZ
одежда,4299939.66,3795271.75,11.74,223-FZ
одежда,1961615.31,1691475.88,13.77,223-FZ
одежда,2396473.2,2132102.4,11.03,223-FZ
одежда,1951074.56,1562544.44,19.91,44-FZ
одежда,1555688.31,1348949.74,13.29,44-FZ
одежда,802318.44,742644.51,7.44,223-FZ
одежда,2517350.36,2183611.43,13.26,44-FZ
одежда,1384450.48,1191789.71,13.92,223-FZ
одежда,4124667.3,3457230.38,16.18,44-FZ
одежда,2634023.96,1892090.79,28.17,44-FZ
одежда,2318850.31,2183949.68,5.82,223-FZ
одежда,3689080.65,3224550.97,12.59,44-FZ
одежда,1740441.38,1374519.91,21.02,223-FZ
одежда,1961540.94,1658524.49,15.45,223-FZ
одежда,1253182.74,1219902.13,2.66,223-FZ
одежда,2294562.48,1976934.07,13.84,223-FZ
одежда,1973821.07,1704753.76,13.63,44-FZ
одежда,1206079.34,966712.83,19.85,44-FZ
одежда,3336618.13,3057943.29,8.35,223-FZ
одежда,3493239.52,2963842.96,15.15,44-FZ
одежда,2062278.01,1900971.39,7.82,223-FZ
одежда,4976628.74,4034725.16,18.93,44-FZ
одежда,2056379.38,1804086.49,12.27,223-FZ
одежда,1271305.42,1166937.84,8.21,44-FZ
одежда,3197944.45,2695771.24,15.7,44-FZ
одежда,1911966.28,1702508.53,10.96,223-FZ
одежда,198495.55,195398.49,1.56,223-FZ
одежда,582266.76,495021.33,14.98,223-FZ
одежда,2428948.59,2209606.51,9.03,223-FZ
одежда,421917.66,380169.02,9.89,44-FZ
одежда,709876.24,676252.78,4.74,223-FZ
одежда,4209397.04,3719098.19,11.65,223-FZ
одежда,894410.65,740807.23,17.17,44-FZ
одежда,2677922.63,2307758.91,13.82,44-FZ
одежда,3390141.88,2787318.6,17.78,44-FZ
одежда,2208883.37,1748376.95,20.85,44-FZ
одежда,2215870.14,1640507.72,25.97,44-FZ
одежда,4184140.69,3356647.9,19.78,44-FZ
одежда,1959185.76,1827543.76,6.72,44-FZ
одежда,2225493.56,2004332.19,9.94,223-FZ
одежда,3837900.05,3442427.13,10.3,223-FZ
одежда,1879477.07,1574617.02,16.22,44-FZ
одежда,149441.41,129506.41,13.34,223-FZ
одежда,1692212.05,1358838.75,19.7,44-FZ
одежда,4794138.82,3560677.7,25.73,44-FZ
одежда,3986651.58,3266860.27,18.06,44-FZ
одежда,229622.44,201409.07,12.29,44-FZ
одежда,4079965.44,3603983.2,11.67,44-FZ
одежда,4672293.57,3512587.55,24.82,44-FZ
одежда,4695226.91,4053595.7,13.67,223-FZ
одежда,1623605.46,1403787.01,13.54,223-FZ
одежда,2016676.05,1750677.07,13.19,44-FZ
одежда,1108280.01,934833.62,15.65,223-FZ
одежда,3253225.53,2929329.12,9.96,223-FZ
одежда,2061373.21,1692043.39,17.92,44-FZ
одежда,4915681.44,4125590.51,16.07,223-FZ
одежда,1267181.36,998794.26,21.18,44-FZ
одежда,3003337.05,2200440.23,26.73,44-FZ
одежда,1666912.27,1421193.55,14.74,44-FZ
одежда,4890327.44,4387553.12,10.28,223-FZ
одежда,3046581.28,2628109.26,13.74,44-FZ
оборудование,38268021.39,36190956.11,5.43,223-FZ
оборудование,23298960.15,21586164.19,7.35,44-FZ
оборудование,30919420.44,28109049.29,9.09,44-FZ
оборудование,6039305.51,5821235.19,3.61,44-FZ
оборудование,49897711.87,46141803.1,7.53,223-FZ
оборудование,23844493.62,20671288.43,13.31,44-FZ
оборудование,73938600.82,69763063.32,5.65,223-FZ
оборудование,52111242.32,45627223.75,12.44,44-FZ
оборудование,64822240.19,60561291.72,6.57,223-FZ
оборудование,34305705.12,31796118.25,7.32,223-FZ
оборудование,53954209.63,46116457.04,14.53,44-FZ
оборудование,80155108.15,75085152.79,6.33,44-FZ
оборудование,60825916.61,56562792.1,7.01,44-FZ
оборудование,62996762.16,57710223.84,8.39,223-FZ
оборудование,86993180.65,76583017.38,11.97,44-FZ
оборудование,93830538.94,83778113.24,10.71,44-FZ
оборудование,9221351.27,8841328.91,4.12,44-FZ
оборудование,23669197.31,22378700.53,5.45,44-FZ
оборудование,42652669.64,39557946.18,7.26,44-FZ
оборудование,24530249.58,22054647.49,10.09,44-FZ
оборудование,60604830.92,55827348.07,7.88,44-FZ
оборудование,27222485.44,23260569.74,14.55,44-FZ
оборудование,8047596.39,7091925.16,11.88,223-FZ
оборудование,47097812.79,42902223.45,8.91,44-FZ
оборудование,50553990.8,47382998.94,6.27,223-FZ
оборудование,2030117.16,1979148.25,2.51,223-FZ
оборудование,42768358.87,37635942.06,12.0,223-FZ
оборудование,59538576.99,53725078.72,9.76,223-FZ
оборудование,55307571.08,49023726.42,11.36,44-FZ
оборудование,45387630.43,41227082.05,9.17,223-FZ
оборудование,56236102.99,53864483.83,4.22,223-FZ
оборудование,19611789.11,18234513.94,7.02,223-FZ
оборудование,467846.04,387260.64,17.22,44-FZ
оборудование,49170799.08,47569212.54,3.26,223-FZ
оборудование,94031484.28,85211554.76,9.38,223-FZ
оборудование,30815692.0,28898601.37,6.22,223-FZ
оборудование,40908319.11,33398013.6,18.36,44-FZ
оборудование,93216349.39,85529593.19,8.25,223-FZ
оборудование,19463108.62,18145118.93,6.77,44-FZ
оборудование,50985355.92,47132072.25,7.56,223-FZ
оборудование,63516225.5,59662544.9,6.07,223-FZ
оборудование,92655549.7,85770091.1,7.43,223-FZ
оборудование,24273169.28,20206261.19,16.75,44-FZ
оборудование,69762268.67,61965603.72,11.18,44-FZ
оборудование,26170003.31,25178699.43,3.79,44-FZ
оборудование,24779109.46,22824297.16,7.89,223-FZ
оборудование,1283121.88,1117025.46,12.94,44-FZ
оборудование,39796808.81,38710965.25,2.73,223-FZ
оборудование,51877777.53,46081522.33,11.17,44-FZ
оборудование,25324479.98,22933362.22,9.44,223-FZ
оборудование,50089649.85,49586875.25,1.0,223-FZ
оборудование,73406647.02,69361993.25,5.51,223-FZ
оборудование,10971943.47,10622804.63,3.18,44-FZ
оборудование,26938682.72,25201051.74,6.45,44-FZ
оборудование,93005185.75,86635690.12,6.85,44-FZ
оборудование,81648118.34,72133522.43,11.65,44-FZ
оборудование,9732222.6,8489121.86,12.77,44-FZ
оборудование,65469393.12,62955507.17,3.84,223-FZ
оборудование,17104893.9,16482759.15,3.64,223-FZ
оборудование,48672802.38,41847233.92,14.02,44-FZ
оборудование,45093545.39,40309683.92,10.61,44-FZ
оборудование,75004077.74,69571243.68,7.24,44-FZ
оборудование,25972224.05,22608319.51,12.95,44-FZ
оборудование,86842781.09,80557896.85,7.24,44-FZ
оборудование,8026989.71,6885938.12,14.22,44-FZ
оборудование,34248084.18,30597683.31,10.66,44-FZ
оборудование,47815817.01,43636590.27,8.74,44-FZ
оборудование,26644770.98,24521531.27,7.97,44-FZ
оборудование,66548961.72,59970423.71,9.89,44-FZ
оборудование,52257337.7,47833464.79,8.47,44-FZ
оборудование,37597797.04,37409808.05,0.5,44-FZ
оборудование,93216231.67,87791976.9,5.82,223-FZ
оборудование,75703318.21,72137922.91,4.71,223-FZ
оборудование,99944541.27,94774087.43,5.17,223-FZ
оборудование,94102055.12,86935275.06,7.62,44-FZ
оборудование,97531740.82,91444383.47,6.24,44-FZ
оборудование,80636707.01,70653279.13,12.38,223-FZ
оборудование,72535757.72,67581763.06,6.83,223-FZ
оборудование,2616758.71,2187463.77,16.41,44-FZ
оборудование,36874568.02,32068911.87,13.03,44-FZ
оборудование,51515654.46,48114855.0,6.6,223-FZ
оборудование,1712198.9,1572383.72,8.17,223-FZ
оборудование,87349777.46,77561844.97,11.21,223-FZ
оборудование,23394187.25,22025020.11,5.85,223-FZ
оборудование,40046510.82,37706498.83,5.84,223-FZ
оборудование,93911521.05,88304728.79,5.97,223-FZ
оборудование,98687802.78,88317389.3,10.51,223-FZ
оборудование,29421604.17,28842883.25,1.97,223-FZ
оборудование,71208600.25,60390523.8,15.19,44-FZ
оборудование,12829742.38,12363455.24,3.63,44-FZ
оборудование,30169763.08,27981085.4,7.25,44-FZ
оборудование,16846882.5,16241662.41,3.59,223-FZ
оборудование,95507369.62,92404118.85,3.25,223-FZ
оборудование,21203500.08,19049680.36,10.16,44-FZ
оборудование,10591694.23,9471798.88,10.57,44-FZ
оборудование,90269719.46,84229263.15,6.69,223-FZ
оборудование,22076584.7,20626724.92,6.57,223-FZ
оборудование,66564362.97,57149246.89,14.14,44-FZ
оборудование,9089653.35,8556825.94,5.86,223-FZ
оборудование,64416454.73,63110908.58,2.03,44-FZ
оборудование,91021204.22,85085472.31,6.52,223-FZ
оборудование,80854325.82,79055291.16,2.23,223-FZ
оборудование,25946440.16,23584010.73,9.11,44-FZ
оборудование,74071092.82,68118818.75,8.04,223-FZ
оборудование,74474544.34,65198444.14,12.46,44-FZ
оборудование,95409158.46,87292698.2,8.51,223-FZ
оборудование,31114351.42,28809109.55,7.41,44-FZ
оборудование,97985957.34,92355834.26,5.75,223-FZ
оборудование,77139526.19,70474733.32,8.64,223-FZ
оборудование,51999150.67,51641296.64,0.69,44-FZ
оборудование,10703262.98,8839716.4,17.41,44-FZ
оборудование,14512843.62,13491717.12,7.04,223-FZ
оборудование,83729804.62,80689295.9,3.63,223-FZ
оборудование,14629776.32,13646180.27,6.72,223-FZ
оборудование,59908086.81,56796645.79,5.19,44-FZ
оборудование,27381581.64,21642510.28,20.96,44-FZ
оборудование,63126153.37,58570326.61,7.22,223-FZ
оборудование,5928318.2,5262068.39,11.24,223-FZ
оборудование,15312588.23,14456125.75,5.59,223-FZ
оборудование,70055721.0,68652186.59,2.0,44-FZ
оборудование,92319627.59,82271155.98,10.88,44-FZ
оборудование,29945222.64,29563848.49,1.27,223-FZ
оборудование,99106768.34,93027352.27,6.13,44-FZ
оборудование,99031914.28,93123421.08,5.97,223-FZ
оборудование,39136756.31,37387057.73,4.47,223-FZ
оборудование,70125811.63,63792026.72,9.03,44-FZ
оборудование,9777090.69,9225442.84,5.64,223-FZ
оборудование,84988481.58,71440843.25,15.94,44-FZ
оборудование,45780373.39,42344024.88,7.51,223-FZ
оборудование,29143602.85,26804893.28,8.02,223-FZ
оборудование,21016146.17,18812792.37,10.48,44-FZ
оборудование,36254466.35,33675720.02,7.11,44-FZ
оборудование,67847864.71,59804673.24,11.85,44-FZ
оборудование,67960554.29,63471352.41,6.61,223-FZ
оборудование,92602234.41,75465766.48,18.51,44-FZ
оборудование,94509066.49,79635010.74,15.74,44-FZ
оборудование,98028662.14,91707337.38,6.45,44-FZ
оборудование,62715906.03,59419152.35,5.26,44-FZ
оборудование,24537850.29,22381896.64,8.79,223-FZ
оборудование,68814011.39,62874484.75,8.63,223-FZ
оборудование,65297056.84,61868757.35,5.25,44-FZ
оборудование,77784194.57,66949306.59,13.93,44-FZ
оборудование,27557843.22,26127859.43,5.19,223-FZ
оборудование,11706932.04,10950783.94,6.46,44-FZ
оборудование,48947383.17,45390171.5,7.27,44-FZ
оборудование,58705706.57,55516644.99,5.43,44-FZ
оборудование,27408794.46,25606716.46,6.57,223-FZ
оборудование,38426789.82,37470353.26,2.49,44-FZ
оборудование,29871416.55,27340246.03,8.47,223-FZ
оборудование,40562784.97,35649605.18,12.11,44-FZ
оборудование,39409964.67,34492397.16,12.48,44-FZ
оборудование,6439969.69,6258410.22,2.82,223-FZ
оборудование,75363146.17,66961142.53,11.15,44-FZ
оборудование,18107384.11,15344921.81,15.26,44-FZ
оборудование,582134.08,536185.64,7.89,44-FZ
оборудование,12925158.25,11538153.25,10.73,44-FZ
оборудование,65281418.01,57301319.37,12.22,44-FZ
оборудование,8506802.28,7314215.7,14.02,44-FZ
оборудование,50639523.66,47440539.77,6.32,44-FZ
оборудование,97711454.73,88551399.13,9.37,223-FZ
оборудование,24871291.63,20181900.85,18.85,44-FZ
оборудование,65932799.94,60227177.96,8.65,223-FZ
оборудование,14028511.89,13425504.51,4.3,223-FZ
оборудование,60636904.75,56473824.44,6.87,223-FZ
оборудование,68808634.39,62637573.91,8.97,44-FZ
оборудование,18847961.42,17233127.71,8.57,44-FZ
оборудование,85615713.0,79583270.08,7.05,223-FZ
оборудование,59198724.72,52274630.69,11.7,44-FZ
оборудование,12892786.89,12128419.6,5.93,223-FZ
оборудование,26104410.5,24549912.45,5.95,223-FZ
оборудование,40035934.59,35130020.59,12.25,44-FZ
оборудование,94022922.85,86697335.57,7.79,223-FZ
оборудование,53613636.75,45319949.64,15.47,44-FZ
оборудование,71458774.54,62607111.72,12.39,44-FZ
оборудование,41997662.93,34973091.78,16.73,44-FZ
оборудование,37925243.03,32648926.6,13.91,223-FZ
оборудование,7798583.47,6729333.07,13.71,44-FZ
оборудование,6642637.95,6005483.22,9.59,223-FZ
оборудование,36313807.49,33409116.81,8.0,44-FZ
оборудование,27400996.35,24012626.04,12.37,44-FZ
оборудование,37746740.38,32678385.13,13.43,44-FZ
оборудование,78284225.18,71364450.36,8.84,44-FZ
оборудование,17614350.66,16005214.67,9.14,44-FZ
оборудование,9599278.7,9077757.59,5.43,223-FZ
оборудование,70060530.8,63704855.61,9.07,223-FZ
оборудование,89662195.82,84454166.47,5.81,44-FZ
оборудование,31833739.16,28768240.59,9.63,44-FZ
оборудование,47712343.78,45349401.6,4.95,223-FZ
оборудование,25943150.06,24088276.07,7.15,44-FZ
оборудование,14309880.74,13770116.13,3.77,44-FZ
оборудование,5333819.31,4963572.48,6.94,223-FZ
оборудование,67837611.75,67498423.69,0.5,44-FZ
оборудование,70693336.92,63577842.96,10.07,223-FZ
оборудование,50247813.1,43110271.24,14.2,223-FZ
оборудование,95264001.41,93073699.26,2.3,223-FZ
оборудование,30553483.75,27871441.06,8.78,44-FZ
оборудование,94748092.12,88384468.79,6.72,44-FZ
оборудование,63485934.22,56172446.84,11.52,44-FZ
оборудование,73008805.35,64349734.65,11.86,44-FZ
оборудование,8504282.83,7570501.61,10.98,44-FZ
программное обеспечение,27716905.55,27578321.02,0.5,223-FZ
программное обеспечение,33858112.49,32858058.44,2.95,223-FZ
программное обеспечение,23993204.26,23873238.24,0.5,44-FZ
программное обеспечение,20285463.16,19635401.99,3.2,44-FZ
программное обеспечение,45546102.55,43768631.53,3.9,44-FZ
программное обеспечение,12226427.83,12165295.69,0.5,223-FZ
программное обеспечение,30376529.85,28095985.48,7.51,44-FZ
программное обеспечение,8757213.47,8406071.33,4.01,44-FZ
программное обеспечение,41973658.58,41763790.28,0.5,223-FZ
программное обеспечение,24785482.92,24179758.39,2.44,223-FZ
программное обеспечение,18676719.27,17177532.06,8.03,44-FZ
программное обеспечение,41589685.77,38482254.2,7.47,44-FZ
программное обеспечение,14517435.68,14208460.47,2.13,44-FZ
программное обеспечение,36906525.59,35356745.16,4.2,44-FZ
программное обеспечение,10888810.47,10727592.44,1.48,223-FZ
программное обеспечение,46772010.95,42443676.84,9.25,44-FZ
программное обеспечение,2893686.52,2724958.57,5.83,223-FZ
программное обеспечение,17707559.36,17199519.93,2.87,223-FZ
программное обеспечение,17499090.52,16872532.18,3.58,44-FZ
программное обеспечение,5084862.18,4983012.89,2.0,44-FZ
программное обеспечение,9893270.8,9843804.45,0.5,223-FZ
программное обеспечение,6209655.57,6043029.54,2.68,223-FZ
программное обеспечение,365384.39,351886.29,3.69,223-FZ
программное обеспечение,19780034.12,19476454.04,1.53,223-FZ
программное обеспечение,18237494.98,17430800.95,4.42,223-FZ
программное обеспечение,5452575.74,5350723.58,1.87,223-FZ
программное обеспечение,32820856.64,32182853.62,1.94,223-FZ
программное обеспечение,310394.73,298200.24,3.93,223-FZ
программное обеспечение,5551068.84,5292922.34,4.65,44-FZ
программное обеспечение,37201320.87,35832882.12,3.68,223-FZ
программное обеспечение,8032418.8,7544070.72,6.08,44-FZ
программное обеспечение,5957239.46,5613093.41,5.78,223-FZ
программное обеспечение,27515181.17,26519425.08,3.62,223-FZ
программное обеспечение,37559473.52,37371676.16,0.5,223-FZ
программное обеспечение,25102891.96,23680203.96,5.67,223-FZ
программное обеспечение,6588255.16,6480687.87,1.63,223-FZ
программное обеспечение,39639793.58,37440726.64,5.55,44-FZ
программное обеспечение,38373899.87,36236614.97,5.57,44-FZ
программное обеспечение,2620951.05,2449836.11,6.53,44-FZ
программное обеспечение,21727739.18,21343170.05,1.77,44-FZ
программное обеспечение,14125524.02,13511892.74,4.34,223-FZ
программное обеспечение,36467843.64,34549512.71,5.26,44-FZ
программное обеспечение,12488349.98,11925986.87,4.5,44-FZ
программное обеспечение,33323195.79,33156579.81,0.5,44-FZ
программное обеспечение,9936654.71,9691607.24,2.47,223-FZ
программное обеспечение,9449676.42,9402428.04,0.5,44-FZ
программное обеспечение,11484621.93,10973274.91,4.45,44-FZ
программное обеспечение,46456334.61,44367678.22,4.5,44-FZ
программное обеспечение,902714.03,859329.08,4.81,223-FZ
программное обеспечение,20376713.58,19155870.92,5.99,223-FZ
программное обеспечение,35013939.9,33620234.17,3.98,223-FZ
программное обеспечение,23970177.98,23334533.51,2.65,223-FZ
программное обеспечение,32200780.31,31442501.78,2.35,223-FZ
программное обеспечение,47151077.38,45239577.64,4.05,223-FZ
программное обеспечение,12363492.47,11913309.16,3.64,223-FZ
программное обеспечение,2625489.24,2524765.47,3.84,44-FZ
программное обеспечение,10614638.0,10561564.81,0.5,223-FZ
программное обеспечение,21556758.17,20496872.4,4.92,44-FZ
программное обеспечение,47417442.72,46534019.34,1.86,223-FZ
программное обеспечение,33453998.07,31598723.47,5.55,44-FZ
программное обеспечение,16573962.44,15931604.92,3.88,44-FZ
программное обеспечение,11927845.95,11783359.9,1.21,223-FZ
программное обеспечение,10517464.43,10464877.11,0.5,223-FZ
программное обеспечение,31485340.25,29174929.73,7.34,44-FZ
программное обеспечение,2071125.96,1841136.0,11.1,44-FZ
программное обеспечение,9662516.82,9298339.09,3.77,44-FZ
программное обеспечение,46276521.96,44109207.26,4.68,223-FZ
программное обеспечение,15087791.32,14520815.3,3.76,223-FZ
программное обеспечение,49482437.86,47702492.62,3.6,223-FZ
программное обеспечение,6409040.6,5795332.13,9.58,44-FZ
программное обеспечение,27533774.19,26777856.99,2.75,223-FZ
программное обеспечение,44747753.14,41955756.24,6.24,223-FZ
программное обеспечение,31500634.63,30199453.19,4.13,223-FZ
программное обеспечение,20961827.97,20121318.61,4.01,223-FZ
программное обеспечение,8363417.7,8044518.59,3.81,44-FZ
программное обеспечение,2291352.39,2086643.81,8.93,223-FZ
программное обеспечение,39723631.2,38676365.87,2.64,44-FZ
программное обеспечение,24761394.51,24637587.54,0.5,223-FZ
программное обеспечение,8292600.64,7876850.47,5.01,44-FZ
программное обеспечение,20054430.99,19824641.03,1.15,223-FZ
программное обеспечение,10362091.32,9845248.72,4.99,223-FZ
программное обеспечение,43960167.74,42170672.84,4.07,44-FZ
